filepaths,labels
flowers\sunflower\569a9b556b.jpg.npy,sunflower
flowers\dandelion\5024965767_230f140d60_n.jpg.npy,dandelion
flowers\tulip\574373182_2776669a79_n.jpg.npy,tulip
flowers\daisy\16323838000_3818bce5c6_n.jpg.npy,daisy
flowers\dandelion\19440660848_c789227129_m.jpg.npy,dandelion
flowers\sunflower\b460ffe9f0.jpg.npy,sunflower
flowers\rose\red-roses-16833884.jpg.npy,rose
flowers\daisy\483886997_27ee798327.jpg.npy,daisy
flowers\dandelion\23.jpg.npy,dandelion
flowers\tulip\de961ac568.jpg.npy,tulip
flowers\dandelion\6994925894_030e157fe0.jpg.npy,dandelion
flowers\dandelion\10477378514_9ffbcec4cf_m.jpg.npy,dandelion
flowers\sunflower\97dd8212c3.jpg.npy,sunflower
flowers\tulip\10356694865_f791f14656_c.jpg.npy,tulip
flowers\daisy\picked-purple-daisy-flowers-18960132.jpg.npy,daisy
flowers\tulip\08c06b9aac4ef0d522cc3d1694f8d349.jpg.npy,tulip
flowers\sunflower\3800228735_386304784d_c.jpg.npy,sunflower
flowers\tulip\20111973586_2987a89bed_n.jpg.npy,tulip
flowers\sunflower\file-20180709-122271-nk7jdx.jpg.npy,sunflower
flowers\daisy\9242705328_eee8402a8d.jpg.npy,daisy
flowers\rose\223336459_a71b9f1e92_c.jpg.npy,rose
flowers\tulip\3561815407_96edc01a6f_c.jpg.npy,tulip
flowers\tulip\8562853756_73778dac25_n.jpg.npy,tulip
flowers\sunflower\sunflower-at-sunset-royalty-free-image-1571951893.jpg.npy,sunflower
flowers\tulip\8695459694_9212033522_c.jpg.npy,tulip
flowers\rose\40669884360_0062b8044c_c.jpg.npy,rose
flowers\daisy\5f6b265f1a.jpg.npy,daisy
flowers\dandelion\8749577087_dc2521615f_n.jpg.npy,dandelion
flowers\tulip\14108545152_0eda154674_c.jpg.npy,tulip
flowers\dandelion\4110b60de4.jpg.npy,dandelion
flowers\daisy\8696022686_1f8d62c5cb_m_jpg.rf.7afe008286b8fe95c1ca52421c76bf58.jpg.npy,daisy
flowers\daisy\2642408410_61545fdc83_n.jpg.npy,daisy
flowers\tulip\5487564980_b08f5e87fc_c.jpg.npy,tulip
flowers\tulip\3691662110_f65854b859_c.jpg.npy,tulip
flowers\sunflower\6656761001_ed99414370_c.jpg.npy,sunflower
flowers\dandelion\17189437699_a9171b6ae3.jpg.npy,dandelion
flowers\dandelion\seed-dispersal-dandelion-2443007.jpg.npy,dandelion
flowers\tulip\73ff746ba0.jpg.npy,tulip
flowers\tulip\16967733480_1f0584b491_c.jpg.npy,tulip
flowers\daisy\6776075110_1ea7a09dd4_n.jpg.npy,daisy
flowers\rose\15104537437_f6730b38c3_n.jpg.npy,rose
flowers\tulip\pink-tulips-wooden-planks-94968238.jpg.npy,tulip
flowers\dandelion\dandelion-clock-dispersing-seed-seeds-blowing-away-wind-across-clear-blue-sky-copy-space-116873538.jpg.npy,dandelion
flowers\rose\29133810912_5fbe8d34b3_c.jpg.npy,rose
flowers\dandelion\36344409880_0ea5f1fd1e_c.jpg.npy,dandelion
flowers\daisy\image_02191.jpg.npy,daisy
flowers\tulip\25719155344_cb87cf3ac2_c.jpg.npy,tulip
flowers\rose\red-roses-15878864.jpg.npy,rose
flowers\dandelion\34536491752_dd130e7b79_n.jpg.npy,dandelion
flowers\daisy\image_06223.jpg.npy,daisy
flowers\dandelion\13906479399_8eb75efc00_c.jpg.npy,dandelion
flowers\dandelion\27307080135_05d583ae26_c.jpg.npy,dandelion
flowers\dandelion\5768217474_f6b1eef6d5_n.jpg.npy,dandelion
flowers\dandelion\13.jpg.npy,dandelion
flowers\rose\2479428247_d3abc6d6a7_c.jpg.npy,rose
flowers\daisy\ca00481ad7.jpg.npy,daisy
flowers\rose\14527948525_161f140dc3_c.jpg.npy,rose
flowers\sunflower\ca5b6d8a24.jpg.npy,sunflower
flowers\dandelion\41285170454_17fe7f563e_c.jpg.npy,dandelion
flowers\rose\3236806990_a90c7bb520_m.jpg.npy,rose
flowers\dandelion\6019234426_d25ea1230a_m.jpg.npy,dandelion
flowers\rose\8667746487_781af9e615_n.jpg.npy,rose
flowers\dandelion\8744249948_36cb1969f8_m.jpg.npy,dandelion
flowers\tulip\55de3c8146fe237806a496ac8e2291f5.jpg.npy,tulip
flowers\sunflower\63.jpg.npy,sunflower
flowers\rose\7186509956_c37c02fb43_n.jpg.npy,rose
flowers\sunflower\1182186777_37be9cba9a_c.jpg.npy,sunflower
flowers\daisy\e9fbd73f3d.jpg.npy,daisy
flowers\dandelion\146242691_44d9c9d6ce_n.jpg.npy,dandelion
flowers\rose\4b0f8c0274.jpg.npy,rose
flowers\daisy\2015b530b3.jpg.npy,daisy
flowers\tulip\5626046061_54ed2c2f5c_c.jpg.npy,tulip
flowers\daisy\3628485766_4ff937954a_n.jpg.npy,daisy
flowers\dandelion\9203146552_4149e63d9e_c.jpg.npy,dandelion
flowers\tulip\d5edf4c040.jpg.npy,tulip
flowers\tulip\5957203286_3cb3d92c6e_c.jpg.npy,tulip
flowers\dandelion\8376558865_19c5cd6fd6_n.jpg.npy,dandelion
flowers\daisy\2408024540_37f0be7cc0_n.jpg.npy,daisy
flowers\dandelion\3065327889_7fd1b3e940_c.jpg.npy,dandelion
flowers\dandelion\image_06339.jpg.npy,dandelion
flowers\rose\red-roses-bouquet-sunlight-39249376.jpg.npy,rose
flowers\sunflower\image_05415.jpg.npy,sunflower
flowers\rose\15052767589_e5655ab9a8_c.jpg.npy,rose
flowers\tulip\6641456991_9d41f16851_c.jpg.npy,tulip
flowers\sunflower\9080112409_22286757f9_c.jpg.npy,sunflower
flowers\rose\3654988152_b11178bbcb.jpg.npy,rose
flowers\sunflower\15115651784_ecddbac178_c.jpg.npy,sunflower
flowers\dandelion\3366202116_ea31217104_c.jpg.npy,dandelion
flowers\tulip\17228579256_4a31671048_c.jpg.npy,tulip
flowers\tulip\7166554924_432aaae4b2_n.jpg.npy,tulip
flowers\rose\image_01270.jpg.npy,rose
flowers\daisy\527433d80b.jpg.npy,daisy
flowers\sunflower\3749091071_c146b33c74_n.jpg.npy,sunflower
flowers\rose\pink-roses-natural-green-background-summer-landscape-banner-format-pink-roses-natural-green-background-summer-landscape-147344802.jpg.npy,rose
flowers\daisy\image_02244.jpg.npy,daisy
flowers\tulip\8601596054_33e40c2a7a.jpg.npy,tulip
flowers\dandelion\2210712914_68aca04cb3_c.jpg.npy,dandelion
flowers\sunflower\42728043481_3eb34fc540_c.jpg.npy,sunflower
flowers\rose\8172245822_c611e5112e_c.jpg.npy,rose
flowers\dandelion\348236dc171a0710399d1a2fa3e96b5a.jpg.npy,dandelion
flowers\sunflower\sunflower-helianthus-annuus-20484361.jpg.npy,sunflower
flowers\dandelion\13982225192_5af6c45be0_c.jpg.npy,dandelion
flowers\dandelion\29048920845_98eb17a29a_c.jpg.npy,dandelion
flowers\dandelion\3457339404_5aac53b7bf_c.jpg.npy,dandelion
flowers\rose\8008000428_e6298e35b9_c.jpg.npy,rose
flowers\rose\37d82e7e69.jpg.npy,rose
flowers\sunflower\image_05410.jpg.npy,sunflower
flowers\dandelion\dandelion-field-5341054.jpg.npy,dandelion
flowers\tulip\10094729603_eeca3f2cb6.jpg.npy,tulip
flowers\rose\8198377040_9b2c7e6ef8_c.jpg.npy,rose
flowers\dandelion\5909154147_9da14d1730_n.jpg.npy,dandelion
flowers\rose\15255964454_0a64eb67fa.jpg.npy,rose
flowers\sunflower\4bb8f150ab.jpg.npy,sunflower
flowers\rose\29433410800_fdfccbc59d_c.jpg.npy,rose
flowers\rose\4325834819_ab56661dcc_m.jpg.npy,rose
flowers\tulip\16644790896_7b296ecd67_n.jpg.npy,tulip
flowers\dandelion\138710141_b312af916a_c.jpg.npy,dandelion
flowers\tulip\13909881276_16cdeb7797_c.jpg.npy,tulip
flowers\tulip\8713398906_28e59a225a_n.jpg.npy,tulip
flowers\sunflower\beautiful-yellow-sunflower-petals-closeup-isolated-15879488.jpg.npy,sunflower
flowers\sunflower\young-woman-sunflower-6414261.jpg.npy,sunflower
flowers\dandelion\713ca90fa9.jpg.npy,dandelion
flowers\sunflower\41xucR7aUmL._AC_.jpg.npy,sunflower
flowers\dandelion\43295100262_d480464b51_c.jpg.npy,dandelion
flowers\rose\3280882473_c6153da40a_c.jpg.npy,rose
flowers\sunflower\7152907589_638703fa3e_c.jpg.npy,sunflower
flowers\daisy\e83b98c1c5.jpg.npy,daisy
flowers\sunflower\193874852_fb633d8d00_n.jpg.npy,sunflower
flowers\daisy\4792826628_aa5e5a9804_n_jpg.rf.3f6caeedc9a19351e4e4642adc8754ff.jpg.npy,daisy
flowers\dandelion\33890085903_0e10553b27_n.jpg.npy,dandelion
flowers\dandelion\13942846777_5571a6b0a1_n.jpg.npy,dandelion
flowers\daisy\446484749_4044affcaf_n.jpg.npy,daisy
flowers\tulip\2490997852_372227c4d8_c.jpg.npy,tulip
flowers\dandelion\3584414925_1e6c4b61db_n.jpg.npy,dandelion
flowers\tulip\2714254656_b31c1293d6_c.jpg.npy,tulip
flowers\daisy\5905504340_1d60fa9611_n.jpg.npy,daisy
flowers\dandelion\a4dd56e9c4f725426e9bbff554f9a246.jpg.npy,dandelion
flowers\daisy\3957488431_52a447c0e8_m.jpg.npy,daisy
flowers\daisy\10437770546_8bb6f7bdd3_m.jpg.npy,daisy
flowers\sunflower\1311186327_0a20d57890_c.jpg.npy,sunflower
flowers\tulip\14097745904_436c4ba1b4_n.jpg.npy,tulip
flowers\sunflower\5979616490_b8b32cbc02_c.jpg.npy,sunflower
flowers\sunflower\29133080348_dc8691ba8f_c.jpg.npy,sunflower
flowers\sunflower\14829928183_916e756b9a_c.jpg.npy,sunflower
flowers\tulip\f3442e28368f4ac52e8f2306a4f77931.jpg.npy,tulip
flowers\tulip\2399982682_16929d1f6d_n.jpg.npy,tulip
flowers\tulip\26568545243_168bbbcc7b_c.jpg.npy,tulip
flowers\tulip\8673416556_639f5c88f1_n.jpg.npy,tulip
flowers\dandelion\9b48c74780.jpg.npy,dandelion
flowers\daisy\image_02198.jpg.npy,daisy
flowers\rose\29403268414_b7cfa67523_c.jpg.npy,rose
flowers\dandelion\7fda553ed6.jpg.npy,dandelion
flowers\dandelion\4607183665_3472643bc8.jpg.npy,dandelion
flowers\tulip\16751015081_af2ef77c9a_n.jpg.npy,tulip
flowers\tulip\26042838032_727e3ca103_c.jpg.npy,tulip
flowers\daisy\4141147800_813f660b47.jpg.npy,daisy
flowers\sunflower\853268672_ddaa71e488_c.jpg.npy,sunflower
flowers\dandelion\2470731130_089b8514f6_n.jpg.npy,dandelion
flowers\tulip\16923880949_cd8b8b26f6_c.jpg.npy,tulip
flowers\sunflower\6015652068_6233794f78_c.jpg.npy,sunflower
flowers\rose\bright-bouquet-coral-pink-roses-texture-background-mother-s-day-happy-birthday-concept-152135939.jpg.npy,rose
flowers\tulip\5645190971_fba2bd4558_c.jpg.npy,tulip
flowers\rose\4374be68a7.jpg.npy,rose
flowers\daisy\ead00f0075.jpg.npy,daisy
flowers\sunflower\5139969871_c9046bdaa7_n.jpg.npy,sunflower
flowers\dandelion\34392624305_bc813fd212_c.jpg.npy,dandelion
flowers\rose\3596780879_7bfeb58e8d_c.jpg.npy,rose
flowers\dandelion\7368435774_0045b9dc4e.jpg.npy,dandelion
flowers\tulip\4571993204_5b3efe0e78.jpg.npy,tulip
flowers\tulip\f9f24d043b82fd9d5ba9144afa744ff4.jpg.npy,tulip
flowers\rose\2580784067_e4c929b503_c.jpg.npy,rose
flowers\sunflower\5433348656_fa25804a53_c.jpg.npy,sunflower
flowers\daisy\4785888250_b661eac225_n.jpg.npy,daisy
flowers\rose\1eb4078008f21aebb8fb5072d9d44ed5.jpg.npy,rose
flowers\dandelion\3465599902_14729e2b1b_n.jpg.npy,dandelion
flowers\rose\8337607102_d9e0fa887e.jpg.npy,rose
flowers\daisy\2635314490_e12d3b0f36_m_jpg.rf.3922030582696dc1a59cd0fc30a470cc.jpg.npy,daisy
flowers\rose\kentucky-derby-red-roses-horseshoes-wood-official-flower-cast-iron-planks-52641769.jpg.npy,rose
flowers\tulip\779359602_30abcbf5bb_n.jpg.npy,tulip
flowers\daisy\512177035_70afc925c8_jpg.rf.b8ab46575917fe82c23e7ffcdc26a86d.jpg.npy,daisy
flowers\daisy\134409839_71069a95d1_m_jpg.rf.d8ed6855f1b2ed856be8b9d54eebf587.jpg.npy,daisy
flowers\tulip\16548713317_a97b9e543a_n.jpg.npy,tulip
flowers\dandelion\5623855601_ecaebdb8fe.jpg.npy,dandelion
flowers\daisy\8322526877_95d1c0f8bc_n.jpg.npy,daisy
flowers\sunflower\251120696_46d8cff761_c.jpg.npy,sunflower
flowers\rose\16152175716_55d6968e08_n.jpg.npy,rose
flowers\daisy\99306615_739eb94b9e_m_jpg.rf.f112cd7800ac4d9b5d71efef1d775289.jpg.npy,daisy
flowers\daisy\5626895440_97a0ec04c2_n_jpg.rf.ae01c3e1e4a19911c49597b714fd3010.jpg.npy,daisy
flowers\daisy\fresh-daisy-5216135.jpg.npy,daisy
flowers\sunflower\36656591262_25ec5b05d0_c.jpg.npy,sunflower
flowers\daisy\ffc774d50d.jpg.npy,daisy
flowers\daisy\c53017d99a.jpg.npy,daisy
flowers\dandelion\5ecf937e4f.jpg.npy,dandelion
flowers\sunflower\14646279002_9cdf97be97_n.jpg.npy,sunflower
flowers\daisy\2408024540_37f0be7cc0_n_jpg.rf.67e01913a9048bcf6057f17f8a07f924.jpg.npy,daisy
flowers\tulip\6931748252_68f06086b3.jpg.npy,tulip
flowers\tulip\14066056226_d8564a083e_m.jpg.npy,tulip
flowers\sunflower\5032376020_2ed312306c.jpg.npy,sunflower
flowers\tulip\450607536_4fd9f5d17c_m.jpg.npy,tulip
flowers\rose\22093190909_77223e6f53_n.jpg.npy,rose
flowers\sunflower\d20d640668.jpg.npy,sunflower
flowers\tulip\16937554595_3e1de22f9c.jpg.npy,tulip
flowers\daisy\4610018126_21f438d2dc_m.jpg.npy,daisy
flowers\daisy\367020749_3c9a652d75.jpg.npy,daisy
flowers\dandelion\stage-development-dandelion-18679149.jpg.npy,dandelion
flowers\sunflower\2697710845_4e676afa57_c.jpg.npy,sunflower
flowers\dandelion\3612582808_4503fa1f8b_m.jpg.npy,dandelion
flowers\dandelion\15158005717_78066547ac_c.jpg.npy,dandelion
flowers\daisy\2713919471_301fcc941f_jpg.rf.5fa03b29a87720f620cb920ba564e772.jpg.npy,daisy
flowers\daisy\3552074420_2a0a7166db_m_jpg.rf.6aff09059f2f19e630d5d4737bd6d6bb.jpg.npy,daisy
flowers\sunflower\sunflower-helianthus-annuus-1820428.jpg.npy,sunflower
flowers\sunflower\2854602661_4ed031fe41_c.jpg.npy,sunflower
flowers\daisy\ad6c078d30cbd3e14d47793ae4584b4e.jpg.npy,daisy
flowers\dandelion\7256772946_593d09d8f1_c.jpg.npy,dandelion
flowers\dandelion\14855655681_48fa9f2d06_c.jpg.npy,dandelion
flowers\tulip\5466118204_3e970871bb_c.jpg.npy,tulip
flowers\sunflower\images12.jpg.npy,sunflower
flowers\sunflower\88b146af91.jpg.npy,sunflower
flowers\sunflower\72.jpg.npy,sunflower
flowers\tulip\84291874_e7a873a650_c.jpg.npy,tulip
flowers\daisy\5884807222_22f5326ba8_m.jpg.npy,daisy
flowers\tulip\487341234_1d7af05bf9_c.jpg.npy,tulip
flowers\daisy\4432271543_01c56ca3a9_jpg.rf.c895b2ff9cc9933c04abba76af8e0dcd.jpg.npy,daisy
flowers\rose\26797792131_1b8ba5e203_c.jpg.npy,rose
flowers\tulip\3498663243_42b39b4185_m.jpg.npy,tulip
flowers\sunflower\401465739_3d91bee458_c.jpg.npy,sunflower
flowers\dandelion\5607983792_f8b8766ff7.jpg.npy,dandelion
flowers\dandelion\14083672509_9215c3d6cb_c.jpg.npy,dandelion
flowers\sunflower\21134000558_d7d6c9b1fe_n.jpg.npy,sunflower
flowers\daisy\4837182901_69a6cc782b_n.jpg.npy,daisy
flowers\tulip\7166552648_28b6dce578.jpg.npy,tulip
flowers\daisy\20.jpg.npy,daisy
flowers\tulip\112650879_82adc2cc04_n.jpg.npy,tulip
flowers\dandelion\25154998096_298c7ec3bf_c.jpg.npy,dandelion
flowers\sunflower\sunflower-field-flowers-1296x728-header.jpg.npy,sunflower
flowers\rose\a4b31c94ff.jpg.npy,rose
flowers\sunflower\4617932566_be4f972263_c.jpg.npy,sunflower
flowers\sunflower\365db467ce.jpg.npy,sunflower
flowers\rose\red-roses-heart-wooden-table-31051230.jpg.npy,rose
flowers\dandelion\7c4eb175101bdb0a32f0a0eeca4ee6bf.jpg.npy,dandelion
flowers\sunflower\43277054434_11cdab7835_c.jpg.npy,sunflower
flowers\rose\fdd6b01b80.jpg.npy,rose
flowers\rose\2479524637_509c3dcf38_c.jpg.npy,rose
flowers\tulip\14131683053_8179b2470d_c.jpg.npy,tulip
flowers\dandelion\8714113726_34e3f93afc_c.jpg.npy,dandelion
flowers\rose\5002451854_9cf0096db0_n.jpg.npy,rose
flowers\dandelion\3491333876_e3fed43c0d.jpg.npy,dandelion
flowers\tulip\16634721013_37c6f80d39_c.jpg.npy,tulip
flowers\dandelion\2478958642_1396be2646_c.jpg.npy,dandelion
flowers\daisy\bridal-daisy-flower-bouquet-gift-30241591.jpg.npy,daisy
flowers\rose\2760604717_c750ba2b66_c.jpg.npy,rose
flowers\daisy\3475870145_685a19116d.jpg.npy,daisy
flowers\tulip\5717950215_5d0bf2e8b3_n.jpg.npy,tulip
flowers\sunflower\4340993218_9631378f07_c.jpg.npy,sunflower
flowers\daisy\21.jpg.npy,daisy
flowers\dandelion\8220011556_28e0cab67f.jpg.npy,dandelion
flowers\tulip\cff7b39529b73ea681648e203169daaa.jpg.npy,tulip
flowers\daisy\1344985627_c3115e2d71_n_jpg.rf.39a88bd87ed64d9c89108da7014560e1.jpg.npy,daisy
flowers\sunflower\15380755137_a2e67839ab_m.jpg.npy,sunflower
flowers\rose\roses-4348103.jpg.npy,rose
flowers\daisy\8186126f3a.jpg.npy,daisy
flowers\sunflower\34b4923efa.jpg.npy,sunflower
flowers\daisy\3999978867_c67c79597f_m.jpg.npy,daisy
flowers\daisy\4276898893_609d11db8b_jpg.rf.64472868921db286f795d240bccfc6da.jpg.npy,daisy
flowers\tulip\2208795918_c25ba32a6e_c.jpg.npy,tulip
flowers\tulip\3422915985_9bf7264d36.jpg.npy,tulip
flowers\rose\5961803532_9368212949_m.jpg.npy,rose
flowers\sunflower\4746648726_e37a2de16d_n.jpg.npy,sunflower
flowers\sunflower\200557981_f800fa1af9.jpg.npy,sunflower
flowers\dandelion\1e23e1cd8e.jpg.npy,dandelion
flowers\sunflower\yellow-sunflower-field-background-22281433.jpg.npy,sunflower
flowers\tulip\13592541913_d7b14205e1_c.jpg.npy,tulip
flowers\tulip\3540595981_73f14d1227_n.jpg.npy,tulip
flowers\rose\flower-wall-natural-red-roses-background-119472460.jpg.npy,rose
flowers\rose\image_01144.jpg.npy,rose
flowers\daisy\8709535323_a6bea3e43f.jpg.npy,daisy
flowers\rose\4656086033_8c0f356ffa_c.jpg.npy,rose
flowers\dandelion\7724affa91.jpg.npy,dandelion
flowers\dandelion\7081938907_29f39be8af_c.jpg.npy,dandelion
flowers\dandelion\dandelion-14204190.jpg.npy,dandelion
flowers\dandelion\16691236594_4287cea9d6_n.jpg.npy,dandelion
flowers\rose\15778401042_5fb1fe4db5_c.jpg.npy,rose
flowers\rose\26605779860_50872b454a_n.jpg.npy,rose
flowers\tulip\2242416445_0613041279_c.jpg.npy,tulip
flowers\rose\red-rose-flower-under-spot-light-7732648.jpg.npy,rose
flowers\dandelion\3582914710_fb3e5a4525_c.jpg.npy,dandelion
flowers\daisy\ff7e3ecd76531ad3fea2a46767d0191d.jpg.npy,daisy
flowers\sunflower\8ab54dbfe4.jpg.npy,sunflower
flowers\daisy\33884228533_91b75ff4d4_n_jpg.rf.049f88a262ae22b334f36e1c219b24c1.jpg.npy,daisy
flowers\sunflower\6141199476_9b6d383fd9.jpg.npy,sunflower
flowers\rose\5002453464_ab2bcb3829_n.jpg.npy,rose
flowers\daisy\34486116262_411e6991f4_n_jpg.rf.04a9e4a4b398ee4b3e0dfc5051bc72f4.jpg.npy,daisy
flowers\rose\3199042797_448dff4501_c.jpg.npy,rose
flowers\daisy\3386988684_bc5a66005e.jpg.npy,daisy
flowers\rose\7121773045_a96d54c0fa_c.jpg.npy,rose
flowers\tulip\7083191981_e390cc01ef_c.jpg.npy,tulip
flowers\daisy\12.jpg.npy,daisy
flowers\tulip\landscape-netherlands-bouquet-tulips-hot-air-ballon-colorful-spring-windmills-72791890.jpg.npy,tulip
flowers\daisy\60.jpg.npy,daisy
flowers\tulip\7166558370_f7f68983ea_n.jpg.npy,tulip
flowers\sunflower\29744656500_f17578f7e3_n.jpg.npy,sunflower
flowers\sunflower\43277064584_46fe1b75a0_c.jpg.npy,sunflower
flowers\daisy\33846706663_5f4695ffa4_n.jpg.npy,daisy
flowers\tulip\16568530400_f7e4ffc633_n.jpg.npy,tulip
flowers\tulip\df19b942d330c8ac3893479e2d3eec4e.jpg.npy,tulip
flowers\sunflower\4781601452_65d3be7b52_c.jpg.npy,sunflower
flowers\rose\f5a1af8f31.jpg.npy,rose
flowers\rose\red_roses_picture_166731.jpg.npy,rose
flowers\sunflower\7530313068_ddd2dc1f44_m.jpg.npy,sunflower
flowers\sunflower\7236707780_4ba92d6d3c_c.jpg.npy,sunflower
flowers\tulip\9719846469_f964888bfa_c.jpg.npy,tulip
flowers\tulip\purple-tulips-13213364.jpg.npy,tulip
flowers\dandelion\70a7e5a251.jpg.npy,dandelion
flowers\sunflower\26f5f078ad.jpg.npy,sunflower
flowers\dandelion\6900157914_c3387c11d8.jpg.npy,dandelion
flowers\sunflower\wilted-sunflower-25424862.jpg.npy,sunflower
flowers\sunflower\5339004958_a0a6f385fd_m.jpg.npy,sunflower
flowers\sunflower\15005361748_58693088d6_c.jpg.npy,sunflower
flowers\tulip\8838975946_f54194894e_m.jpg.npy,tulip
flowers\rose\efac9572e79073f40587c3fea93bd457.jpg.npy,rose
flowers\sunflower\unnamed (1).jpg.npy,sunflower
flowers\tulip\4562423077_00b16240dc_n.jpg.npy,tulip
flowers\dandelion\14211880544_5d1f9d5aa8_n.jpg.npy,dandelion
flowers\daisy\34.jpg.npy,daisy
flowers\daisy\0fe41f9837.jpg.npy,daisy
flowers\dandelion\33850973214_c1b4000d9c_n.jpg.npy,dandelion
flowers\sunflower\4818994715_9d90527d18_n.jpg.npy,sunflower
flowers\sunflower\6093464385_a79048dd97_c.jpg.npy,sunflower
flowers\sunflower\2a2084ad07.jpg.npy,sunflower
flowers\dandelion\17420983523_2e32d70359.jpg.npy,dandelion
flowers\daisy\6c9a7b17f2.jpg.npy,daisy
flowers\sunflower\unnamed(1).jpg.npy,sunflower
flowers\tulip\1574033704_2b958a9e37_c.jpg.npy,tulip
flowers\rose\00a6e417f2593e4c42e83f626328fd14.jpg.npy,rose
flowers\daisy\isolated-orange-gerbera-daisy-26590385.jpg.npy,daisy
flowers\dandelion\304252947_40f9a62a3c_c.jpg.npy,dandelion
flowers\rose\e86a9191df.jpg.npy,rose
flowers\dandelion\5844164335_f5513a0585_c.jpg.npy,dandelion
flowers\sunflower\sunflower-monarch-butterfly-19568679.jpg.npy,sunflower
flowers\rose\red-roses-3825451.jpg.npy,rose
flowers\daisy\19178753159_a471bf4b6b_jpg.rf.53ceba39c0132e88754cdd4a9e74ac90.jpg.npy,daisy
flowers\sunflower\3865206264_5d81584bba.jpg.npy,sunflower
flowers\daisy\5110110938_9da91455c4_m_jpg.rf.b4b8526eac9f0a0100ccabad8741d8b9.jpg.npy,daisy
flowers\tulip\5565089564_a30c318f44.jpg.npy,tulip
flowers\daisy\162362896_99c7d851c8_n.jpg.npy,daisy
flowers\rose\14943194730_f48b4d4547_n.jpg.npy,rose
flowers\sunflower\5650187976_f8ab67774d_c.jpg.npy,sunflower
flowers\dandelion\2628514700_b6d5325797_n.jpg.npy,dandelion
flowers\tulip\12934201824_1c8b5171fb_m.jpg.npy,tulip
flowers\daisy\7fd4adf0d5.jpg.npy,daisy
flowers\dandelion\56.jpg.npy,dandelion
flowers\tulip\14222139585_5205ce9525_c.jpg.npy,tulip
flowers\daisy\9345273630_af3550031d.jpg.npy,daisy
flowers\daisy\bouquet-daisy-flowers-rustic-mortar-54313722.jpg.npy,daisy
flowers\tulip\26628001721_bb1d340cc5_c.jpg.npy,tulip
flowers\dandelion\dandelion-5214101.jpg.npy,dandelion
flowers\daisy\5924910021_b6debeb7b5_n.jpg.npy,daisy
flowers\tulip\8484905084_6a18c62b13_m.jpg.npy,tulip
flowers\dandelion\14614655810_9910e6dbd6_n.jpg.npy,dandelion
flowers\dandelion\4586018734_6de9c513c2.jpg.npy,dandelion
flowers\rose\272481307_1eb47ba3e0_n.jpg.npy,rose
flowers\tulip\beautiful-vibrant-tulips-6186432.jpg.npy,tulip
flowers\sunflower\15496328905_d861e28d46_c.jpg.npy,sunflower
flowers\dandelion\13144041_658c6734ed_c.jpg.npy,dandelion
flowers\sunflower\sunflower-7034763.jpg.npy,sunflower
flowers\daisy\image_02280.jpg.npy,daisy
flowers\tulip\7166626128_8e0983ac8e_n.jpg.npy,tulip
flowers\dandelion\9726260379_4e8ee66875_m.jpg.npy,dandelion
flowers\sunflower\5955500463_6c08cb199e.jpg.npy,sunflower
flowers\dandelion\2342769258_83ed02ddcf_c.jpg.npy,dandelion
flowers\sunflower\20171662239_f69b6c12bd_n.jpg.npy,sunflower
flowers\sunflower\46.jpg.npy,sunflower
flowers\dandelion\5596093561_09b0301136_n.jpg.npy,dandelion
flowers\dandelion\34699848885_a832ee03ab_n.jpg.npy,dandelion
flowers\rose\0dae23e355.jpg.npy,rose
flowers\rose\image_01204.jpg.npy,rose
flowers\rose\7817967940_bd7529b5ae_c.jpg.npy,rose
flowers\dandelion\17903104293_9138439e76.jpg.npy,dandelion
flowers\sunflower\21349789961_18ba1af5b7_n.jpg.npy,sunflower
flowers\daisy\white-daisy-background-isolated-136253591.jpg.npy,daisy
flowers\sunflower\4895721242_89014e723c_n.jpg.npy,sunflower
flowers\tulip\383534813_f0439cf22a_c.jpg.npy,tulip
flowers\daisy\white-daisy-wheels-14837213.jpg.npy,daisy
flowers\dandelion\17587091549_d9840dc0e3_c.jpg.npy,dandelion
flowers\daisy\4085794721_7cd88e0a6c_m_jpg.rf.75a9090affd6204f5a89ea088821b752.jpg.npy,daisy
flowers\tulip\9243977356_ba6521aafb_c.jpg.npy,tulip
flowers\dandelion\19443726008_8c9c68efa7_m.jpg.npy,dandelion
flowers\dandelion\137159998_b053002e56_c.jpg.npy,dandelion
flowers\rose\image_01310.jpg.npy,rose
flowers\sunflower\wilted-sunflower-closeup-indoors-34448393.jpg.npy,sunflower
flowers\sunflower\4872284527_ff52128b97.jpg.npy,sunflower
flowers\daisy\pink-daisy-flower-isolated-white-39415939.jpg.npy,daisy
flowers\tulip\pink-tulips-flowers-background-card-mothers-day-march-happy-easter-waiting-spring-greeting-wedding-invitation-flat-lay-141125540.jpg.npy,tulip
